INPUT_TABLE
Variable ID
StubTechFixOut

region,supplysector,subsector,stub.technology,year,fixedOutput,share.weight.year,subs.share.weight,tech.share.weight
USA,electricity,hydro,hydro,1975,1.0910772,1975,0,0
Africa_Eastern,electricity,hydro,hydro,1975,0.0071592,1975,0,0
Africa_Northern,electricity,hydro,hydro,1975,0.0294017,1975,0,0
Africa_Southern,electricity,hydro,hydro,1975,0.048064,1975,0,0
Africa_Western,electricity,hydro,hydro,1975,0.0452456,1975,0,0
Australia_NZ,electricity,hydro,hydro,1975,0.1136052,1975,0,0
Brazil,electricity,hydro,hydro,1975,0.2602332,1975,0,0
Canada,electricity,hydro,hydro,1975,0.728892,1975,0,0
Central America and Caribbean,electricity,hydro,hydro,1975,0.0150099,1975,0,0
Central Asia,electricity,hydro,hydro,1975,0.1035187,1975,0,0
China,electricity,hydro,hydro,1975,0.1620441,1975,0,0
EU-12,electricity,hydro,hydro,1975,0.0843798,1975,0,0
EU-15,electricity,hydro,hydro,1975,0.9036478,1975,0,0
Europe_Eastern,electricity,hydro,hydro,1975,0.0218878,1975,0,0
Europe_Non_EU,electricity,hydro,hydro,1975,0.0528522,1975,0,0
European Free Trade Association,electricity,hydro,hydro,1975,0.4069332,1975,0,0
India,electricity,hydro,hydro,1975,0.1199196,1975,0,0
Indonesia,electricity,hydro,hydro,1975,0.0042948,1975,0,0
Japan,electricity,hydro,hydro,1975,0.3002616,1975,0,0
Mexico,electricity,hydro,hydro,1975,0.0544752,1975,0,0
Middle East,electricity,hydro,hydro,1975,0.0196416,1975,0,0
Pakistan,electricity,hydro,hydro,1975,0.0156924,1975,0,0
Russia,electricity,hydro,hydro,1975,0.3365479,1975,0,0
South Africa,electricity,hydro,hydro,1975,0.004032,1975,0,0
South America_Northern,electricity,hydro,hydro,1975,0.0337726,1975,0,0
South America_Southern,electricity,hydro,hydro,1975,0.0547776,1975,0,0
South Asia,electricity,hydro,hydro,1975,0.0082929,1975,0,0
South Korea,electricity,hydro,hydro,1975,0.0060588,1975,0,0
Southeast Asia,electricity,hydro,hydro,1975,0.0644654,1975,0,0
Taiwan,electricity,hydro,hydro,1975,0.0189396,1975,0,0
Argentina,electricity,hydro,hydro,1975,0.0187236,1975,0,0
Colombia,electricity,hydro,hydro,1975,0.0320436,1975,0,0
USA,electricity,hydro,hydro,1990,0.9833472,1990,0,0
Africa_Eastern,electricity,hydro,hydro,1990,0.0219597,1990,0,0
Africa_Northern,electricity,hydro,hydro,1990,0.0408238,1990,0,0
Africa_Southern,electricity,hydro,hydro,1990,0.0549063,1990,0,0
Africa_Western,electricity,hydro,hydro,1990,0.0814254,1990,0,0
Australia_NZ,electricity,hydro,hydro,1990,0.1343916,1990,0,0
Brazil,electricity,hydro,hydro,1990,0.7441488,1990,0,0
Canada,electricity,hydro,hydro,1990,1.0683468,1990,0,0
Central America and Caribbean,electricity,hydro,hydro,1990,0.0486099,1990,0,0
Central Asia,electricity,hydro,hydro,1990,0.1837152,1990,0,0
China,electricity,hydro,hydro,1990,0.4564302,1990,0,0
EU-12,electricity,hydro,hydro,1990,0.092826,1990,0,0
EU-15,electricity,hydro,hydro,1990,0.9396211,1990,0,0
Europe_Eastern,electricity,hydro,hydro,1990,0.0388476,1990,0,0
Europe_Non_EU,electricity,hydro,hydro,1990,0.1541556,1990,0,0
European Free Trade Association,electricity,hydro,hydro,1990,0.5587524,1990,0,0
India,electricity,hydro,hydro,1990,0.2579616,1990,0,0
Indonesia,electricity,hydro,hydro,1990,0.0205488,1990,0,0
Japan,electricity,hydro,hydro,1990,0.321498,1990,0,0
Mexico,electricity,hydro,hydro,1990,0.0845208,1990,0,0
Middle East,electricity,hydro,hydro,1990,0.04293,1990,0,0
Pakistan,electricity,hydro,hydro,1990,0.06093,1990,0,0
Russia,electricity,hydro,hydro,1990,0.5973012,1990,0,0
South Africa,electricity,hydro,hydro,1990,0.003636,1990,0,0
South America_Northern,electricity,hydro,hydro,1990,0.135365,1990,0,0
South America_Southern,electricity,hydro,hydro,1990,0.2150352,1990,0,0
South Asia,electricity,hydro,hydro,1990,0.0268079,1990,0,0
South Korea,electricity,hydro,hydro,1990,0.0228996,1990,0,0
Southeast Asia,electricity,hydro,hydro,1990,0.1410315,1990,0,0
Taiwan,electricity,hydro,hydro,1990,0.0229716,1990,0,0
Argentina,electricity,hydro,hydro,1990,0.0643536,1990,0,0
Colombia,electricity,hydro,hydro,1990,0.0989892,1990,0,0
USA,electricity,hydro,hydro,2005,0.9818028,2005,0,0
Africa_Eastern,electricity,hydro,hydro,2005,0.0353919,2005,0,0
Africa_Northern,electricity,hydro,hydro,2005,0.0516204,2005,0,0
Africa_Southern,electricity,hydro,hydro,2005,0.1227995,2005,0,0
Africa_Western,electricity,hydro,hydro,2005,0.1093101,2005,0,0
Australia_NZ,electricity,hydro,hydro,2005,0.1388952,2005,0,0
Brazil,electricity,hydro,hydro,2005,1.2148452,2005,0,0
Canada,electricity,hydro,hydro,2005,1.3091616,2005,0,0
